CLIENTE,PRODUCTO,CIUDAD,VENDEDOR,ESTADO,VALOR VENTA,Comision,Otro
Juan Cardona,Acido Sulfúrico,MEDELLIN,Betancur Man,Ingresado,4589982,128519,496
Manuela Zapata,Acido Clorhidrico-Muriático,MANIZALES,Zapata Nat,Abierto,10077140,282159,92
Valentina Alzate,Acido Clorhidrico-Muriático,ARMENIA,Zapata Man,Abierto,8408594,235440,632
Juliana Pérez,Gas,MEDELLIN,Zapata Man,Abierto,1589824,44515,072
Valentina De Los Ríos,Acido Sulfúrico,PASTO,Arenas And,Abierto,4648699,130163,572
Nataly Muriel,Eter Etílico,MEDELLIN,De Los Ríos Val,Abierto,4550000,127400
Manuela Zapata,Acetileno,BOGOTA,Pérez Jul,Abierto,1924221,53878,188
Valentina Zapata,Acetileno,PASTO,Cely Lui,Abierto,4700000,131600
Manuela Gómez,Kerosene,MEDELLIN,De Los Ríos Val,Abierto,3410000,95480
Luisa Cely,Gas,BOGOTA,García Val,Abierto,1848621,51761,388
Diego Zapata,Acetileno,BOGOTA,Pérez Jul,Abierto,1631475,45681,3
Juliana Pérez,Kerosene,BARRANQUILLA,Cely Lui,Abierto,4632655,129714,34
Valentina De Los Ríos,Acetona ,TULUA,Zapata Die,Abierto,5261668,147326,704
Andrea Arenas,Cloruro de Amonio,CALI,Rodríguez Ale,Abierto,1850000,51800
Cristián Grajales,Acetona ,BOGOTA,Vanegas Cam,Abierto,6012943,168362,404
Valentina Alzate,Kerosene,FLORENCIA,Rodríguez Ale,Ingresado,1487913,41661,564
Valentina García,Acetileno,TULUA,Muriel Nat,Abierto,1399988,39199,664
Luisa Cely,Gas,BOGOTA,Arenas And,Pendiente envío,2191208,61353,824
Cristián Grajales,Alquitran,FLORENCIA,Betancur Man,Abierto,26519058,742533,624
Valentina Zapata,Acido Sulfúrico,NEIVA,Arenas And,Pendiente envío,2378210,66589,88
Geraldine Ortiz,Cloruro de Amonio,SANTA MARTA,Ortiz Ger,Abierto,1517904,42501,312
Alejandro Rodríguez,Acetileno,MEDELLIN,Zapata Man,Ingresado,3168978,88731,384
Natalia Zapata,Toluol,MEDELLIN,Grajales Cri,Cerrado,3624760,101493,28
Valentina De Los Ríos,Alquitran,BOGOTA,Zapata Die,Pendiente envío,3796461,106300,908
Diego Zapata,Gas,MEDELLIN,Gómez Man,Pendiente envío,1829594,51228,632
Juan Cardona,Toluol,FLORENCIA,Cardona Jua,Cerrado,1603091,44886,548
Juan Cardona,Acido Clorhidrico-Muriático,FLORENCIA,Ortiz Ger,Ingresado,1381367,38678,276
Manuela Gómez,Acido Sulfúrico,CUCUTA,Sánchez Mar,Abierto,1893030,53004,84
Valentina De Los Ríos,Toluol,PASTO,Pérez Jul,Abierto,1743859,48828,052
Valentina García,Acetileno,CALI,Ortiz Ger,Pendiente envío,4115147,115224,116
Valerie Zapata,Eter Etílico,CALI,Cardona Jua,Pendiente envío,5491540,153763,12
Cristián Grajales,Toluol,MEDELLIN,Zapata Man,Pendiente envío,4239616,118709,248
Valentina Zapata,Toluol,FLORENCIA,Alzate Val,Abierto,1476513,41342,364
Natalia Zapata,Kerosene,MEDELLIN,Betancur Man,Abierto,3355915,93965,62
Luisa Cely,Cloruro de Amonio,MONTERIA,Pérez Jul,Cerrado,5346555,149703,54
Andrea Arenas,Eter Etílico,ARMENIA,De Los Ríos Val,Abierto,12318350,344913,8
Clara Sánchez,Eter Etílico,PEREIRA,Arenas And,Abierto,2958000,82824
Juliana Pérez,Acetona ,NEIVA,Zapata Val,Abierto,2342336,65585,408
Diego Zapata,Acetileno,SANTA MARTA,Sánchez Mar,Ingresado,5020574,140576,072
Manuela Zapata,Kerosene,CALI,Cardona Jua,Abierto,7094180,198637,04
Geraldine Ortiz,Acido Clorhidrico-Muriático,PASTO,Cely Lui,Ingresado,2460000,68880
Valentina Zapata,Eter Etílico,NEIVA,Zapata Die,Ingresado,2390271,66927,588
Natalia Zapata,Acido Sulfúrico,MEDELLIN,Muriel Nat,Abierto,4603800,128906,4
Manuela Gómez,Alquitran,BOGOTA,Alzate Val,Cerrado,1431140,40071,92
Manuela Gómez,Kerosene,PASTO,Zapata Val,Abierto,2480000,69440
Manuela Gómez,Eter Etílico,ARMENIA,Zapata Val,Cerrado,1600000,44800
Manuela Zapata,Gas,VALLEDUPAR,Pérez Jul,Cerrado,10013153,280368,284
Valerie Zapata,Acetileno,FLORENCIA,Zapata Die,Abierto,5184945,145178,46
Clara Sánchez,Acido Clorhidrico-Muriático,BOGOTA,García Val,Pendiente envío,3850935,107826,18
Luisa Cely,Cloruro de Amonio,VALLEDUPAR,Muriel Nat,Abierto,1588804,44486,512
Cristián Grajales,Cloruro de Amonio,MEDELLIN,García Val,Abierto,9389856,262915,968
Valerie Zapata,Alquitran,BOGOTA,De Los Ríos Val,Abierto,1377920,38581,76
Valentina Zapata,Acido Clorhidrico-Muriático,BARRANQUILLA,Grajales Cri,Pendiente envío,15638142,437867,976
Camila Vanegas,Acetileno,MEDELLIN,Vanegas Cam,Ingresado,1760551,49295,428
Camila Vanegas,Acido Sulfúrico,BOGOTA,Muriel Nat,Pendiente envío,6669015,186732,42
Manuela Betancur,Acetileno,MONTERIA,Arenas And,Ingresado,14041856,393171,968
Clara Sánchez,Gas,TULUA,Cardona Jua,Pendiente envío,1667646,46694,088
Manuela Betancur,Cloruro de Amonio,MONTERIA,Muriel Nat,Abierto,1700000,47600
Nataly Muriel,Acido Sulfúrico,BOGOTA,Cardona Jua,Pendiente envío,3727045,104357,26
Cristián Grajales,Alquitran,CALI,Zapata Nat,Abierto,7331224,205274,272
Nataly Muriel,Eter Etílico,BOGOTA,Alzate Val,Cerrado,6183606,173140,968
Luisa Cely,Acetona ,MEDELLIN,Muriel Nat,Abierto,5347069,149717,932
Manuela Betancur,Acido Clorhidrico-Muriático,BOGOTA,Betancur Man,Abierto,2710000,75880
Luisa Cely,Toluol,BOGOTA,Gómez Man,Abierto,6765553,189435,484
Manuela Gómez,Toluol,MEDELLIN,Rodríguez Ale,Cerrado,1387567,38851,876
Andrea Arenas,Acetona ,BOGOTA,Rodríguez Ale,Pendiente envío,3957601,110812,828
Cristián Grajales,Acetileno,IBAGUE,Pérez Jul,Abierto,1575560,44115,68
Valentina García,Alquitran,MEDELLIN,Muriel Nat,Abierto,1600000,44800
Alejandro Rodríguez,Cloruro de Amonio,MEDELLIN,Betancur Man,Abierto,2742460,76788,88
Valerie Zapata,Cloruro de Amonio,NEIVA,Cely Lui,Ingresado,2300841,64423,548
Valentina Zapata,Alquitran,POPAYAN,Cardona Jua,Ingresado,5293966,148231,048
Valerie Zapata,Acido Clorhidrico-Muriático,CARTAGENA,Gómez Man,Abierto,1782042,49897,176
Clara Sánchez,Gas,SINCELEJO,Pérez Jul,Cerrado,29596671,828706,788
Cristián Grajales,Acido Sulfúrico,BOGOTA,Muriel Nat,Abierto,1747520,48930,56
Andrea Arenas,Alquitran,ARMENIA,Cardona Jua,Abierto,1463989,40991,692
Camila Vanegas,Acido Clorhidrico-Muriático,ARMENIA,Cely Lui,Cerrado,2860461,80092,908
Juan Cardona,Gas,MEDELLIN,Sánchez Mar,Abierto,2953769,82705,532
Manuela Gómez,Eter Etílico,MEDELLIN,Betancur Man,Abierto,1539420,43103,76
Natalia Zapata,Toluol,PEREIRA,Arenas And,Pendiente envío,2896387,81098,836
Andrea Arenas,Acido Sulfúrico,ARMENIA,Sánchez Mar,Abierto,1492478,41789,384
Juan Cardona,Kerosene,MEDELLIN,Grajales Cri,Ingresado,3290000,92120
Andrea Arenas,Gas,SINCELEJO,Zapata Nat,Abierto,1583334,44333,352
Geraldine Ortiz,Acido Clorhidrico-Muriático,BOGOTA,Ortiz Ger,Abierto,1939060,54293,68
Geraldine Ortiz,Acido Clorhidrico-Muriático,BOGOTA,De Los Ríos Val,Abierto,1442969,40403,132
Juliana Pérez,Acetileno,BOGOTA,Zapata Val,Abierto,1354473,37925,244
Valentina García,Kerosene,MEDELLIN,Grajales Cri,Pendiente envío,9445979,264487,412
Camila Vanegas,Acetona ,CALDAS,De Los Ríos Val,Ingresado,1950000,54600
Nataly Muriel,Gas,CARTAGENA,García Val,Abierto,2758389,77234,892
Cristián Grajales,Acetileno,CALDAS,Alzate Val,Cerrado,5556000,155568
Juliana Pérez,Acido Sulfúrico,SANTA MARTA,Vanegas Cam,Abierto,1472940,41242,32
Valentina García,Cloruro de Amonio,FLORENCIA,Pérez Jul,Abierto,4960000,138880
Geraldine Ortiz,Toluol,PASTO,Muriel Nat,Abierto,2584431,72364,068
Luisa Cely,Acetileno,BOGOTA,Vanegas Cam,Abierto,3847321,107724,988
Nataly Muriel,Toluol,SINCELEJO,Gómez Man,Abierto,10026488,280741,664
Juan Cardona,Toluol,ARMENIA,Vanegas Cam,Cerrado,5250000,147000
Valentina Alzate,Acetileno,BOGOTA,Zapata Nat,Abierto,3709289,103860,092
Camila Vanegas,Toluol,POPAYAN,De Los Ríos Val,Abierto,1701827,47651,156
Luisa Cely,Acetileno,MEDELLIN,Cely Lui,Pendiente envío,1468604,41120,912
Luisa Cely,Cloruro de Amonio,PASTO,Muriel Nat,Ingresado,2450000,68600
Manuela Zapata,Acetileno,MEDELLIN,Alzate Val,Abierto,3357837,94019,436
Alejandro Rodríguez,Cloruro de Amonio,BARRANQUILLA,Vanegas Cam,Abierto,5504951,154138,628
Geraldine Ortiz,Kerosene,NEIVA,Betancur Man,Abierto,1490994,41747,832
Valerie Zapata,Kerosene,PASTO,Zapata Nat,Pendiente envío,1794746,50252,888
Valentina Zapata,Toluol,PEREIRA,Pérez Jul,Pendiente envío,1558181,43629,068
Valentina García,Cloruro de Amonio,NEIVA,Grajales Cri,Cerrado,2393488,67017,664
Juan Cardona,Acetileno,MEDELLIN,Ortiz Ger,Abierto,155726974,4360355,272
Valentina García,Toluol,MEDELLIN,Muriel Nat,Abierto,12090000,338520
Geraldine Ortiz,Acido Sulfúrico,NEIVA,Zapata Man,Cerrado,2143032,60004,896
Alejandro Rodríguez,Toluol,CARTAGENA,Grajales Cri,Abierto,9355335,261949,38
Clara Sánchez,Acetona ,CALDAS,Zapata Die,Abierto,19025123,532703,444
Valentina De Los Ríos,Toluol,BOGOTA,Vanegas Cam,Abierto,1377138,38559,864
Diego Zapata,Acetona ,BOGOTA,Sánchez Mar,Pendiente envío,1804821,50534,988
Luisa Cely,Eter Etílico,BARRANQUILLA,Arenas And,Pendiente envío,5500000,154000
Luisa Cely,Acetona ,BOGOTA,Alzate Val,Cerrado,2712167,75940,676
Cristián Grajales,Kerosene,PEREIRA,Zapata Val,Pendiente envío,2960000,82880
Natalia Zapata,Gas,CALDAS,Zapata Nat,Abierto,6342899,177601,172
Manuela Gómez,Eter Etílico,MEDELLIN,Grajales Cri,Ingresado,1880000,52640
Diego Zapata,Toluol,NEIVA,Vanegas Cam,Pendiente envío,2266950,63474,6
Alejandro Rodríguez,Acetileno,MEDELLIN,Arenas And,Abierto,3410058,95481,624
Juan Cardona,Alquitran,MEDELLIN,Pérez Jul,Pendiente envío,3466111,97051,108
Valentina De Los Ríos,Acido Sulfúrico,VILLAVICENCIO,Pérez Jul,Ingresado,2868389,80314,892
Juliana Pérez,Acetileno,BOGOTA,García Val,Abierto,2617793,73298,204
Diego Zapata,Acetileno,BOGOTA,Vanegas Cam,Pendiente envío,1550092,43402,576
Cristián Grajales,Cloruro de Amonio,CUCUTA,Grajales Cri,Ingresado,28417736,795696,608
Juan Cardona,Acetileno,MEDELLIN,Gómez Man,Abierto,26967889,755100,892
Diego Zapata,Acido Sulfúrico,CALI,Zapata Die,Pendiente envío,7590216,212526,048
Manuela Gómez,Cloruro de Amonio,MEDELLIN,Ortiz Ger,Abierto,1489812,41714,736
Juliana Pérez,Acetileno,PEREIRA,De Los Ríos Val,Ingresado,2842905,79601,34
Diego Zapata,Gas,MEDELLIN,De Los Ríos Val,Ingresado,15000000,420000
Valentina García,Alquitran,MEDELLIN,Zapata Val,Abierto,1709666,47870,648
Camila Vanegas,Toluol,BOGOTA,Ortiz Ger,Abierto,1780449,49852,572
Luisa Cely,Eter Etílico,MONTERIA,García Val,Abierto,1740554,48735,512
Valentina De Los Ríos,Acido Clorhidrico-Muriático,MONTERIA,Sánchez Mar,Pendiente envío,12889781,360913,868
Valentina Alzate,Kerosene,MEDELLIN,Muriel Nat,Cerrado,3437937,96262,236
Alejandro Rodríguez,Acetileno,MEDELLIN,Ortiz Ger,Pendiente envío,3558000,99624
Cristián Grajales,Acetileno,BOGOTA,Sánchez Mar,Cerrado,2052912,57481,536
Cristián Grajales,Gas,MEDELLIN,Betancur Man,Abierto,3020210,84565,88
Valentina Alzate,Eter Etílico,BOGOTA,Ortiz Ger,Abierto,2250894,63025,032
Andrea Arenas,Acetileno,TULUA,Vanegas Cam,Pendiente envío,10247103,286918,884
Natalia Zapata,Acetileno,NEIVA,Ortiz Ger,Abierto,2131205,59673,74
Camila Vanegas,Toluol,BOGOTA,Pérez Jul,Abierto,2648926,74169,928
Manuela Gómez,Acetona ,PASTO,García Val,Abierto,2490000,69720
Juan Cardona,Acetileno,BOGOTA,Zapata Nat,Cerrado,2099000,58772
Andrea Arenas,Kerosene,PASTO,Zapata Die,Ingresado,2450000,68600
Nataly Muriel,Acido Sulfúrico,NEIVA,Vanegas Cam,Abierto,2261011,63308,308
Manuela Zapata,Kerosene,CALI,Arenas And,Pendiente envío,7513809,210386,652
Juliana Pérez,Acetileno,VILLAVICENCIO,Zapata Val,Ingresado,5000000,140000
Andrea Arenas,Toluol,VILLAVICENCIO,Zapata Val,Ingresado,4830000,135240
Geraldine Ortiz,Alquitran,PEREIRA,Grajales Cri,Cerrado,2756678,77186,984
Manuela Betancur,Acido Clorhidrico-Muriático,MEDELLIN,Vanegas Cam,Abierto,1609863,45076,164
Manuela Gómez,Alquitran,CARTAGENA,Zapata Val,Abierto,18679605,523028,94
Manuela Zapata,Cloruro de Amonio,MEDELLIN,Pérez Jul,Abierto,13500073,378002,044
Juliana Pérez,Alquitran,CALDAS,Gómez Man,Cerrado,2767109,77479,052
Luisa Cely,Eter Etílico,MEDELLIN,Zapata Nat,Pendiente envío,1930811,54062,708
Diego Zapata,Gas,MEDELLIN,Grajales Cri,Pendiente envío,3285344,91989,632
Luisa Cely,Acetileno,BOGOTA,Muriel Nat,Cerrado,1882000,52696
Alejandro Rodríguez,Alquitran,MEDELLIN,Zapata Nat,Abierto,4561338,127717,464
Geraldine Ortiz,Gas,PEREIRA,De Los Ríos Val,Pendiente envío,1402380,39266,64
Diego Zapata,Eter Etílico,PEREIRA,Vanegas Cam,Abierto,2875930,80526,04
Valentina De Los Ríos,Cloruro de Amonio,MEDELLIN,Zapata Nat,Abierto,14596131,408691,668
Manuela Betancur,Acetona ,BOGOTA,Muriel Nat,Cerrado,6723524,188258,672
Luisa Cely,Eter Etílico,MEDELLIN,Ortiz Ger,Abierto,3372348,94425,744
Valentina Zapata,Acetona ,MEDELLIN,Muriel Nat,Pendiente envío,1723765,48265,42
Valentina Zapata,Kerosene,CALI,Cardona Jua,Abierto,7196992,201515,776
Valentina Zapata,Gas,FLORENCIA,García Val,Abierto,41073234,1150050,552
Diego Zapata,Acido Sulfúrico,BOGOTA,Cardona Jua,Abierto,6452260,180663,28
Valentina De Los Ríos,Cloruro de Amonio,BOGOTA,García Val,Ingresado,1962142,54939,976
Alejandro Rodríguez,Acido Sulfúrico,PASTO,Rodríguez Ale,Cerrado,8008254,224231,112
Geraldine Ortiz,Toluol,PASTO,Gómez Man,Abierto,1732525,48510,7
Valentina Alzate,Cloruro de Amonio,MEDELLIN,Betancur Man,Abierto,4437185,124241,18
Alejandro Rodríguez,Acido Clorhidrico-Muriático,PEREIRA,Rodríguez Ale,Abierto,2831720,79288,16
Andrea Arenas,Acetona ,BOGOTA,Cardona Jua,Abierto,2042299,57184,372
Valerie Zapata,Gas,PASTO,Zapata Nat,Abierto,2417803,67698,484
Manuela Zapata,Eter Etílico,PEREIRA,Zapata Die,Abierto,1700000,47600
Manuela Zapata,Acido Sulfúrico,BARRANQUILLA,Zapata Die,Abierto,2478638,69401,864
Andrea Arenas,Alquitran,TULUA,Rodríguez Ale,Ingresado,1615643,45238,004
Manuela Zapata,Kerosene,BOGOTA,García Val,Pendiente envío,2000000,56000
Alejandro Rodríguez,Eter Etílico,VALLEDUPAR,Zapata Val,Ingresado,12405561,347355,708
Manuela Gómez,Acetileno,BOGOTA,Rodríguez Ale,Pendiente envío,1797611,50333,108
Juan Cardona,Cloruro de Amonio,MEDELLIN,Vanegas Cam,Cerrado,4307663,120614,564
Camila Vanegas,Acido Sulfúrico,BOGOTA,Ortiz Ger,Abierto,1556615,43585,22
Andrea Arenas,Kerosene,CALI,Cardona Jua,Ingresado,7436530,208222,84
Nataly Muriel,Acido Clorhidrico-Muriático,BOGOTA,García Val,Abierto,1882330,52705,24
Manuela Betancur,Gas,BOGOTA,Rodríguez Ale,Pendiente envío,2659646,74470,088
Manuela Zapata,Kerosene,MEDELLIN,Ortiz Ger,Cerrado,4575897,128125,116
Valentina García,Acido Sulfúrico,BOGOTA,Alzate Val,Ingresado,6916362,193658,136
Valentina García,Kerosene,IBAGUE,Alzate Val,Abierto,14218758,398125,224
Valentina Zapata,Gas,CARTAGENA,Zapata Man,Abierto,4764000,133392
Manuela Gómez,Cloruro de Amonio,PEREIRA,Alzate Val,Pendiente envío,4916756,137669,168
Valerie Zapata,Kerosene,PASTO,Ortiz Ger,Pendiente envío,2598505,72758,14
Valentina García,Alquitran,SINCELEJO,Vanegas Cam,Ingresado,5266692,147467,376
Camila Vanegas,Acetileno,VALLEDUPAR,Zapata Die,Abierto,1703941,47710,348
Nataly Muriel,Acetileno,MANIZALES,Arenas And,Ingresado,10759922,301277,816
Andrea Arenas,Cloruro de Amonio,BARRANQUILLA,De Los Ríos Val,Cerrado,1490037,41721,036
Luisa Cely,Toluol,MEDELLIN,Betancur Man,Cerrado,8312600,232752,8
Diego Zapata,Gas,CARTAGENA,De Los Ríos Val,Abierto,3468000,97104
Valentina García,Gas,MEDELLIN,Betancur Man,Abierto,4058643,113642,004
Valentina De Los Ríos,Acido Clorhidrico-Muriático,PEREIRA,De Los Ríos Val,Abierto,2877742,80576,776
Manuela Zapata,Eter Etílico,MEDELLIN,Ortiz Ger,Abierto,3515629,98437,612
Valentina Zapata,Kerosene,PASTO,De Los Ríos Val,Abierto,1832334,51305,352
Cristián Grajales,Acetona ,MEDELLIN,Zapata Val,Abierto,1500748,42020,944
Valentina De Los Ríos,Acido Clorhidrico-Muriático,CARTAGENA,Arenas And,Cerrado,1639070,45893,96
Cristián Grajales,Acido Sulfúrico,SANTA MARTA,Zapata Val,Abierto,2164938,60618,264
Clara Sánchez,Acetileno,NEIVA,García Val,Pendiente envío,2373111,66447,108
Clara Sánchez,Gas,MEDELLIN,García Val,Abierto,12183867,341148,276
Valerie Zapata,Alquitran,PASTO,Pérez Jul,Abierto,1772647,49634,116
Andrea Arenas,Acido Sulfúrico,ARMENIA,Alzate Val,Abierto,2867812,80298,736
Camila Vanegas,Gas,PEREIRA,Cely Lui,Cerrado,2851115,79831,22
Nataly Muriel,Cloruro de Amonio,NEIVA,Muriel Nat,Cerrado,1745763,48881,364
Clara Sánchez,Cloruro de Amonio,SINCELEJO,Betancur Man,Abierto,1814791,50814,148
Valerie Zapata,Kerosene,MEDELLIN,Zapata Nat,Pendiente envío,3168762,88725,336
Andrea Arenas,Acido Sulfúrico,BARRANQUILLA,Zapata Man,Pendiente envío,2864186,80197,208
Valentina García,Acetona ,BOGOTA,Rodríguez Ale,Abierto,2862275,80143,7
Manuela Gómez,Eter Etílico,MEDELLIN,Zapata Man,Abierto,11134835,311775,38
Manuela Gómez,Cloruro de Amonio,PEREIRA,Ortiz Ger,Abierto,13264428,371403,984
Manuela Betancur,Acido Clorhidrico-Muriático,MEDELLIN,Muriel Nat,Ingresado,3335587,93396,436
Diego Zapata,Toluol,BOGOTA,Sánchez Mar,Abierto,1419550,39747,4
Manuela Betancur,Acido Sulfúrico,MEDELLIN,Ortiz Ger,Abierto,1421399,39799,172
Valentina De Los Ríos,Toluol,CUCUTA,Zapata Die,Cerrado,2045457,57272,796
Geraldine Ortiz,Alquitran,MEDELLIN,Zapata Nat,Abierto,1700000,47600
Nataly Muriel,Acetona ,BOGOTA,Sánchez Mar,Ingresado,1376245,38534,86
Natalia Zapata,Toluol,MEDELLIN,Zapata Die,Pendiente envío,8800600,246416,8
Juan Cardona,Acetona ,MEDELLIN,Arenas And,Abierto,1816767,50869,476
Cristián Grajales,Eter Etílico,MEDELLIN,De Los Ríos Val,Abierto,3474055,97273,54
Valentina García,Toluol,MEDELLIN,Pérez Jul,Abierto,8943956,250430,768
Nataly Muriel,Kerosene,CALI,Sánchez Mar,Abierto,1974129,55275,612
Valentina García,Acetileno,PASTO,García Val,Cerrado,2412352,67545,856
Clara Sánchez,Gas,MEDELLIN,Betancur Man,Cerrado,1676626,46945,528
Luisa Cely,Gas,BOGOTA,Vanegas Cam,Abierto,1457535,40810,98
Diego Zapata,Gas,MEDELLIN,Betancur Man,Ingresado,19780144,553844,032
Valentina García,Acido Sulfúrico,MEDELLIN,Zapata Man,Abierto,2187500,61250
Valentina García,Acido Clorhidrico-Muriático,PASTO,Sánchez Mar,Abierto,2451697,68647,516
Manuela Gómez,Cloruro de Amonio,MEDELLIN,Cardona Jua,Abierto,221878178,6212588,984
Manuela Betancur,Acetileno,IBAGUE,Arenas And,Abierto,1917533,53690,924
Clara Sánchez,Acetileno,CALI,Zapata Die,Abierto,7167934,200702,152
Manuela Betancur,Eter Etílico,MEDELLIN,Ortiz Ger,Ingresado,8406326,235377,128
Juan Cardona,Alquitran,PASTO,Ortiz Ger,Cerrado,1636602,45824,856
Clara Sánchez,Acido Clorhidrico-Muriático,CALI,García Val,Abierto,7597835,212739,38
Juliana Pérez,Toluol,MEDELLIN,Zapata Man,Ingresado,2166955,60674,74
Camila Vanegas,Gas,MEDELLIN,De Los Ríos Val,Ingresado,4263603,119380,884
Valentina García,Alquitran,BOGOTA,Vanegas Cam,Abierto,1880536,52655,008
Valentina Alzate,Toluol,BOGOTA,Grajales Cri,Abierto,6530704,182859,712
Luisa Cely,Alquitran,ARMENIA,Zapata Val,Abierto,1500000,42000
Valerie Zapata,Cloruro de Amonio,BOGOTA,García Val,Abierto,5934720,166172,16
Andrea Arenas,Acido Sulfúrico,MEDELLIN,Zapata Val,Pendiente envío,3408619,95441,332
Nataly Muriel,Acetileno,BOGOTA,Arenas And,Ingresado,4036866,113032,248
Geraldine Ortiz,Eter Etílico,MEDELLIN,Alzate Val,Abierto,1797173,50320,844
Natalia Zapata,Acetileno,IBAGUE,De Los Ríos Val,Abierto,1511532,42322,896
Andrea Arenas,Acetileno,FLORENCIA,Pérez Jul,Abierto,1494894,41857,032
Juliana Pérez,Toluol,MEDELLIN,Rodríguez Ale,Pendiente envío,16312614,456753,192
Manuela Betancur,Acido Sulfúrico,MONTERIA,Cely Lui,Abierto,1700000,47600
Valentina Alzate,Acido Sulfúrico,BOGOTA,Zapata Val,Ingresado,2635200,73785,6
Valentina De Los Ríos,Eter Etílico,NEIVA,Zapata Val,Abierto,1954815,54734,82
Camila Vanegas,Acetileno,SINCELEJO,Rodríguez Ale,Abierto,2203780,61705,84
Natalia Zapata,Acetileno,BOGOTA,Zapata Die,Abierto,3839166,107496,648
Valentina García,Eter Etílico,BOGOTA,García Val,Cerrado,3737011,104636,308
Valentina Zapata,Eter Etílico,MEDELLIN,Zapata Nat,Abierto,3074184,86077,152
Manuela Betancur,Acetileno,BOGOTA,Muriel Nat,Ingresado,1462208,40941,824
Clara Sánchez,Acido Clorhidrico-Muriático,PASTO,Vanegas Cam,Abierto,2393917,67029,676
Clara Sánchez,Acido Sulfúrico,MEDELLIN,Arenas And,Cerrado,1420118,39763,304
Juan Cardona,Acetileno,MEDELLIN,Sánchez Mar,Abierto,1626205,45533,74
Manuela Gómez,Acido Sulfúrico,PEREIRA,Zapata Man,Cerrado,2852693,79875,404
Valerie Zapata,Kerosene,CARTAGENA,De Los Ríos Val,Abierto,6338828,177487,184
Manuela Zapata,Acido Sulfúrico,BOGOTA,Cely Lui,Abierto,2676241,74934,748
Geraldine Ortiz,Cloruro de Amonio,NEIVA,Betancur Man,Abierto,2278200,63789,6
Valerie Zapata,Acido Sulfúrico,MEDELLIN,García Val,Cerrado,1369618,38349,304
Valentina Alzate,Acido Sulfúrico,CALI,Arenas And,Ingresado,6986444,195620,432
Manuela Gómez,Cloruro de Amonio,MEDELLIN,Rodríguez Ale,Cerrado,1447730,40536,44
Valentina Zapata,Toluol,PASTO,De Los Ríos Val,Abierto,2569498,71945,944
Alejandro Rodríguez,Kerosene,CALI,García Val,Abierto,7014870,196416,36
Manuela Zapata,Toluol,NEIVA,García Val,Ingresado,2278065,63785,82
Valentina García,Eter Etílico,NEIVA,Rodríguez Ale,Abierto,2298418,64355,704
Manuela Zapata,Acetona ,CARTAGENA,Grajales Cri,Abierto,1569802,43954,456
Valerie Zapata,Alquitran,PASTO,Grajales Cri,Abierto,1677960,46982,88
Clara Sánchez,Kerosene,MEDELLIN,Zapata Die,Abierto,4341795,121570,26
Luisa Cely,Alquitran,IBAGUE,Betancur Man,Cerrado,31765151,889424,228
Juan Cardona,Acido Sulfúrico,BOGOTA,De Los Ríos Val,Pendiente envío,1753069,49085,932
Alejandro Rodríguez,Acetona ,MEDELLIN,Zapata Val,Abierto,3327121,93159,388
Manuela Zapata,Gas,IBAGUE,Zapata Nat,Abierto,5180129,145043,612
Valentina Alzate,Alquitran,MEDELLIN,Pérez Jul,Abierto,1451670,40646,76
Camila Vanegas,Acido Sulfúrico,MEDELLIN,Sánchez Mar,Abierto,1455359,40750,052
Valentina García,Acetileno,MANIZALES,Ortiz Ger,Pendiente envío,1599453,44784,684
Valentina De Los Ríos,Acetona ,MEDELLIN,Muriel Nat,Ingresado,1888320,52872,96
Diego Zapata,Cloruro de Amonio,BARRANQUILLA,Arenas And,Abierto,5684565,159167,82
Diego Zapata,Acido Sulfúrico,SANTA MARTA,Sánchez Mar,Abierto,10278667,287802,676
Clara Sánchez,Alquitran,FLORENCIA,Zapata Man,Abierto,9262510,259350,28
Juliana Pérez,Gas,MONTERIA,Alzate Val,Abierto,12866576,360264,128
Valerie Zapata,Cloruro de Amonio,MEDELLIN,Cely Lui,Cerrado,3346380,93698,64
Alejandro Rodríguez,Acetileno,BOGOTA,Zapata Nat,Pendiente envío,6072100,170018,8
Valentina Alzate,Toluol,POPAYAN,Alzate Val,Abierto,8760320,245288,96
Camila Vanegas,Acido Sulfúrico,PASTO,De Los Ríos Val,Abierto,12909598,361468,744
Diego Zapata,Kerosene,NEIVA,Zapata Nat,Abierto,8987560,251651,68
Valentina Alzate,Gas,ARMENIA,Muriel Nat,Abierto,1459415,40863,62
Valerie Zapata,Gas,BUCARAMANGA,Zapata Man,Abierto,2997674,83934,872
Manuela Betancur,Eter Etílico,BOGOTA,Cardona Jua,Ingresado,1529771,42833,588
Juan Cardona,Toluol,MEDELLIN,Zapata Nat,Cerrado,3061339,85717,492
Manuela Zapata,Acetileno,CALI,Rodríguez Ale,Cerrado,6872897,192441,116
Clara Sánchez,Alquitran,CALI,García Val,Abierto,1465560,41035,68
Juan Cardona,Acetona ,VALLEDUPAR,Arenas And,Abierto,5594396,156643,088
Valentina García,Acido Sulfúrico,PASTO,Zapata Man,Abierto,2475498,69313,944
Luisa Cely,Eter Etílico,MEDELLIN,Zapata Man,Ingresado,18208757,509845,196
Manuela Zapata,Toluol,CALI,Zapata Val,Pendiente envío,6877178,192560,984
Camila Vanegas,Toluol,NEIVA,Vanegas Cam,Ingresado,2323187,65049,236
